Seed: 3093434
Mutation Rate: 12
Resource Drain: 1
Change Date: 400
Longevity of First Organism: 20
Energy of First Organism:  10
Food of First Organism: 5

Trait Distributions:

Trait Value, Energy, Longevity, FoodCurrent Food: 5
26 , 0 , 0 , 0
27 , 8 , 0 , 0
28 , 6 , 0 , 0
29 , 0 , 0 , 13
30 , 4 , 0 , 0
31 , 0 , 0 , 0
32 , 1 , 119 , 0
33 , 0 , 0 , 0
34 , 129 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 1 , 0 , 0
38 , 0 , 0 , 0
39 , 7 , 0 , 0
40 , 0 , 0 , 0
41 , 0 , 0 , 4
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 0 , 125 , 0
45 , 0 , 0 , 0
46 , 78 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 0 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 159 , 0
57 , 0 , 0 , 0
58 , 49 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 51 , 0
69 , 0 , 0 , 0
70 , 11 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 33 , 0
81 , 0 , 0 , 0
82 , 6 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 11 , 0
93 , 0 , 0 , 0
94 , 2 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 6 , 0 , 0
2 , 2 , 0 , 0
3 , 8 , 0 , 0
4 , 24 , 0 , 0
5 , 1 , 0 , 466
6 , 13 , 0 , 0
7 , 0 , 0 , 0
8 , 12 , 49 , 0
9 , 0 , 0 , 0
10 , 54 , 0 , 0
11 , 2 , 0 , 0
12 , 5 , 0 , 0
13 , 5 , 0 , 0
14 , 5 , 0 , 0
15 , 23 , 0 , 0
16 , 11 , 0 , 0
17 , 0 , 0 , 97
18 , 5 , 0 , 0
19 , 0 , 0 , 0
20 , 7 , 133 , 0
21 , 0 , 0 , 0
22 , 203 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 3 , 0 , 0
26 , 0 , 0 , 0
27 , 10 , 0 , 0
28 , 6 , 0 , 0
29 , 0 , 0 , 15
30 , 4 , 0 , 0
31 , 0 , 0 , 0
32 , 1 , 119 , 0
33 , 0 , 0 , 0
34 , 132 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 1 , 0 , 0
38 , 0 , 0 , 0
39 , 8 , 0 , 0
40 , 0 , 0 , 0
41 , 0 , 0 , 6
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 1 , 130 , 0
45 , 0 , 0 , 0
46 , 82 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 0 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 172 , 0
57 , 0 , 0 , 0
58 , 55 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 62 , 0
69 , 0 , 0 , 0
70 , 13 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 34 , 0
81 , 0 , 0 , 0
82 , 7 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 11 , 0
93 , 0 , 0 , 0
94 , 3 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 5 , 0 , 0
2 , 6 , 0 , 0
3 , 12 , 0 , 0
4 , 26 , 0 , 0
5 , 1 , 0 , 510
6 , 17 , 0 , 0
7 , 0 , 0 , 0
8 , 13 , 55 , 0
9 , 0 , 0 , 0
10 , 56 , 0 , 0
11 , 2 , 0 , 0
12 , 6 , 0 , 0
13 , 5 , 0 , 0
14 , 5 , 0 , 0
15 , 24 , 0 , 0
16 , 12 , 0 , 0
17 , 0 , 0 , 104
18 , 7 , 0 , 0
19 , 0 , 0 , 0
20 , 7 , 141 , 0
21 , 0 , 0 , 0
22 , 217 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 3 , 0 , 0
26 , 0 , 0 , 0
27 , 10 , 0 , 0
28 , 6 , 0 , 0
29 , 0 , 0 , 20
30 , 4 , 0 , 0
31 , 0 , 0 , 0
32 , 1 , 132 , 0
33 , 0 , 0 , 0
34 , 141 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 1 , 0 , 0
38 , 0 , 0 , 0
39 , 8 , 0 , 0
40 , 0 , 0 , 0
41 , 0 , 0 , 4
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 140 , 0
45 , 0 , 0 , 0
46 , 96 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 0 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 193 , 0
57 , 0 , 0 , 0
58 , 60 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 63 , 0
69 , 0 , 0 , 0
70 , 15 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 38 , 0
81 , 0 , 0 , 0
82 , 8 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 12 , 0
93 , 0 , 0 , 0
94 , 3 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 2 , 0 , 0
2 , 6 , 0 , 0
3 , 11 , 0 , 0
4 , 23 , 0 , 0
5 , 1 , 0 , 546
6 , 21 , 0 , 0
7 , 0 , 0 , 0
8 , 16 , 57 , 0
9 , 0 , 0 , 0
10 , 62 , 0 , 0
11 , 3 , 0 , 0
12 , 6 , 0 , 0
13 , 7 , 0 , 0
14 , 6 , 0 , 0
15 , 24 , 0 , 0
16 , 13 , 0 , 0
17 , 0 , 0 , 114
18 , 7 , 0 , 0
19 , 0 , 0 , 0
20 , 6 , 151 , 0
21 , 0 , 0 , 0
22 , 225 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 4 , 0 , 0
26 , 0 , 0 , 0
27 , 10 , 0 , 0
28 , 5 , 0 , 0
29 , 1 , 0 , 19
30 , 4 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 144 , 0
33 , 0 , 0 , 0
34 , 149 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 1 , 0 , 0
38 , 0 , 0 , 0
39 , 9 , 0 , 0
40 , 2 , 0 , 0
41 , 0 , 0 , 3
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 150 , 0
45 , 0 , 0 , 0
46 , 109 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 0 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 198 , 0
57 , 0 , 0 , 0
58 , 62 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 69 , 0
69 , 0 , 0 , 0
70 , 18 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 40 , 0
81 , 0 , 0 , 0
82 , 8 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 14 , 0
93 , 0 , 0 , 0
94 , 3 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 3 , 0 , 0
2 , 5 , 0 , 0
3 , 8 , 0 , 0
4 , 23 , 0 , 0
5 , 1 , 0 , 585
6 , 24 , 0 , 0
7 , 0 , 0 , 0
8 , 18 , 66 , 0
9 , 0 , 0 , 0
10 , 62 , 0 , 0
11 , 3 , 0 , 0
12 , 6 , 0 , 0
13 , 8 , 0 , 0
14 , 6 , 0 , 0
15 , 23 , 0 , 0
16 , 13 , 0 , 0
17 , 0 , 0 , 121
18 , 12 , 0 , 0
19 , 0 , 0 , 0
20 , 7 , 153 , 0
21 , 0 , 0 , 0
22 , 236 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 3 , 0 , 0
26 , 0 , 0 , 0
27 , 13 , 0 , 0
28 , 5 , 0 , 0
29 , 1 , 0 , 17
30 , 4 , 0 , 0
31 , 1 , 0 , 0
32 , 2 , 152 , 0
33 , 0 , 0 , 0
34 , 159 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 1 , 0 , 0
38 , 0 , 0 , 0
39 , 10 , 0 , 0
40 , 3 , 0 , 0
41 , 0 , 0 , 3
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 157 , 0
45 , 0 , 0 , 0
46 , 118 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 0 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 204 , 0
57 , 0 , 0 , 0
58 , 64 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 80 , 0
69 , 0 , 0 , 0
70 , 19 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 43 , 0
81 , 0 , 0 , 0
82 , 11 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 15 , 0
93 , 0 , 0 , 0
94 , 3 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 5 , 0 , 0
2 , 5 , 0 , 0
3 , 4 , 0 , 0
4 , 24 , 0 , 0
5 , 1 , 0 , 618
6 , 30 , 0 , 0
7 , 0 , 0 , 0
8 , 14 , 69 , 0
9 , 0 , 0 , 0
10 , 69 , 0 , 0
11 , 3 , 0 , 0
12 , 8 , 0 , 0
13 , 11 , 0 , 0
14 , 7 , 0 , 0
15 , 24 , 0 , 0
16 , 12 , 0 , 0
17 , 0 , 0 , 127
18 , 13 , 0 , 0
19 , 0 , 0 , 0
20 , 6 , 166 , 0
21 , 0 , 0 , 0
22 , 245 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 3 , 0 , 0
26 , 0 , 0 , 0
27 , 13 , 0 , 0
28 , 7 , 0 , 0
29 , 1 , 0 , 20
30 , 5 , 0 , 0
31 , 1 , 0 , 0
32 , 2 , 161 , 0
33 , 0 , 0 , 0
34 , 168 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 1 , 0 , 0
38 , 0 , 0 , 0
39 , 10 , 0 , 0
40 , 3 , 0 , 0
41 , 0 , 0 , 6
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 156 , 0
45 , 0 , 0 , 0
46 , 128 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 0 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 217 , 0
57 , 0 , 0 , 0
58 , 71 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 85 , 0
69 , 0 , 0 , 0
70 , 20 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 51 , 0
81 , 0 , 0 , 0
82 , 10 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 19 , 0
93 , 0 , 0 , 0
94 , 3 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 4 , 0 , 0
2 , 4 , 0 , 0
3 , 5 , 0 , 0
4 , 21 , 0 , 0
5 , 0 , 0 , 646
6 , 29 , 0 , 0
7 , 0 , 0 , 0
8 , 15 , 74 , 0
9 , 0 , 0 , 0
10 , 70 , 0 , 0
11 , 3 , 0 , 0
12 , 7 , 0 , 0
13 , 12 , 0 , 0
14 , 5 , 0 , 0
15 , 24 , 0 , 0
16 , 15 , 0 , 0
17 , 0 , 0 , 138
18 , 14 , 0 , 0
19 , 0 , 0 , 0
20 , 5 , 167 , 0
21 , 0 , 0 , 0
22 , 255 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 4 , 0 , 0
26 , 1 , 0 , 0
27 , 13 , 0 , 0
28 , 8 , 0 , 0
29 , 1 , 0 , 23
30 , 5 , 0 , 0
31 , 1 , 0 , 0
32 , 2 , 171 , 0
33 , 0 , 0 , 0
34 , 172 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 1 , 0 , 0
38 , 0 , 0 , 0
39 , 11 , 0 , 0
40 , 3 , 0 , 0
41 , 0 , 0 , 4
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 163 , 0
45 , 0 , 0 , 0
46 , 134 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 1 , 0 , 0
50 , 0 , 0 , 0
51 , 0 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 225 , 0
57 , 0 , 0 , 0
58 , 81 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 82 , 0
69 , 0 , 0 , 0
70 , 21 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 56 , 0
81 , 0 , 0 , 0
82 , 12 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 20 , 0
93 , 0 , 0 , 0
94 , 4 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 10 , 0 , 0
2 , 4 , 0 , 0
3 , 7 , 0 , 0
4 , 22 , 0 , 0
5 , 0 , 0 , 679
6 , 28 , 0 , 0
7 , 0 , 0 , 0
8 , 13 , 84 , 0
9 , 0 , 0 , 0
10 , 72 , 0 , 0
11 , 3 , 0 , 0
12 , 7 , 0 , 0
13 , 13 , 0 , 0
14 , 5 , 0 , 0
15 , 26 , 0 , 0
16 , 15 , 0 , 0
17 , 0 , 0 , 150
18 , 17 , 0 , 0
19 , 0 , 0 , 0
20 , 4 , 177 , 0
21 , 0 , 0 , 0
22 , 265 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 6 , 0 , 0
26 , 1 , 0 , 0
27 , 13 , 0 , 0
28 , 9 , 0 , 0
29 , 1 , 0 , 25
30 , 5 , 0 , 0
31 , 1 , 0 , 0
32 , 4 , 183 , 0
33 , 0 , 0 , 0
34 , 185 , 0 , 0
35 , 1 , 0 , 0
36 , 0 , 0 , 0
37 , 2 , 0 , 0
38 , 0 , 0 , 0
39 , 10 , 0 , 0
40 , 3 , 0 , 0
41 , 0 , 0 , 3
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 172 , 0
45 , 0 , 0 , 0
46 , 142 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 1 , 0 , 0
50 , 0 , 0 , 0
51 , 1 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 233 , 0
57 , 0 , 0 , 0
58 , 85 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 87 , 0
69 , 0 , 0 , 0
70 , 24 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 61 , 0
81 , 0 , 0 , 0
82 , 15 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 21 , 0
93 , 0 , 0 , 0
94 , 3 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 7 , 0 , 0
2 , 4 , 0 , 0
3 , 7 , 0 , 0
4 , 21 , 0 , 0
5 , 0 , 0 , 713
6 , 26 , 0 , 0
7 , 0 , 0 , 0
8 , 11 , 87 , 0
9 , 0 , 0 , 0
10 , 73 , 0 , 0
11 , 2 , 0 , 0
12 , 6 , 0 , 0
13 , 12 , 0 , 0
14 , 6 , 0 , 0
15 , 27 , 0 , 0
16 , 14 , 0 , 0
17 , 0 , 0 , 145
18 , 17 , 0 , 0
19 , 0 , 0 , 0
20 , 5 , 189 , 0
21 , 0 , 0 , 0
22 , 275 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 8 , 0 , 0
26 , 1 , 0 , 0
27 , 13 , 0 , 0
28 , 12 , 0 , 0
29 , 1 , 0 , 28
30 , 5 , 0 , 0
31 , 1 , 0 , 0
32 , 4 , 189 , 0
33 , 0 , 0 , 0
34 , 189 , 0 , 0
35 , 1 , 0 , 0
36 , 0 , 0 , 0
37 , 2 , 0 , 0
38 , 0 , 0 , 0
39 , 9 , 0 , 0
40 , 3 , 0 , 0
41 , 0 , 0 , 5
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 178 , 0
45 , 0 , 0 , 0
46 , 150 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 1 , 0 , 0
50 , 0 , 0 , 0
51 , 1 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 234 , 0
57 , 0 , 0 , 0
58 , 89 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 88 , 0
69 , 0 , 0 , 0
70 , 27 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 63 , 0
81 , 0 , 0 , 0
82 , 15 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 17 , 0
93 , 0 , 0 , 0
94 , 3 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 4 , 0 , 0
2 , 4 , 0 , 0
3 , 6 , 0 , 0
4 , 21 , 0 , 0
5 , 0 , 0 , 755
6 , 29 , 0 , 0
7 , 1 , 0 , 0
8 , 11 , 98 , 0
9 , 0 , 0 , 0
10 , 78 , 0 , 0
11 , 1 , 0 , 0
12 , 6 , 0 , 0
13 , 12 , 0 , 0
14 , 5 , 0 , 0
15 , 29 , 0 , 0
16 , 13 , 0 , 0
17 , 0 , 0 , 145
18 , 20 , 0 , 0
19 , 0 , 0 , 0
20 , 5 , 195 , 0
21 , 0 , 0 , 0
22 , 289 , 0 , 0
23 , 2 , 0 , 0
24 , 1 , 0 , 0
25 , 8 , 0 , 0
26 , 1 , 0 , 0
27 , 13 , 0 , 0
28 , 12 , 0 , 0
29 , 1 , 0 , 30
30 , 6 , 0 , 0
31 , 1 , 0 , 0
32 , 3 , 204 , 0
33 , 0 , 0 , 0
34 , 195 , 0 , 0
35 , 1 , 0 , 0
36 , 0 , 0 , 0
37 , 2 , 0 , 0
38 , 0 , 0 , 0
39 , 9 , 0 , 0
40 , 3 , 0 , 0
41 , 0 , 0 , 6
42 , 0 , 0 , 0
43 , 0 , 0 , 0
44 , 2 , 183 , 0
45 , 0 , 0 , 0
46 , 157 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 1 , 0 , 0
50 , 0 , 0 , 0
51 , 1 , 0 , 0
52 , 0 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 0 , 233 , 0
57 , 0 , 0 , 0
58 , 96 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 0 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 1 , 95 , 0
69 , 0 , 0 , 0
70 , 27 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 0 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 63 , 0
81 , 0 , 0 , 0
82 , 17 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 19 , 0
93 , 0 , 0 , 0
94 , 4 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
